license_plate,fuelEfficiency,id,vehicleType,observationDateTime,[]
UP65DT3328,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper,2022-02-28T23:15:01+05:30,
UP65DT3329,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper,2022-02-28T23:15:01+05:30,
UP65DT3331,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper,2022-02-28T23:15:01+05:30,
UP65DT3339,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper,2022-02-28T23:15:01+05:30,
UP65DT3341,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper,2022-02-28T23:15:01+05:30,
UP65DT3342,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper,2022-02-28T23:15:01+05:30,
UP65DT3544,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,JCB,2022-02-28T23:15:01+05:30,
UP65DT5023,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Tractor,2022-02-28T23:15:01+05:30,
UP65 JT 7301,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:00+05:30,
UP65 JT 7304,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:00+05:30,
UP65 JT 7324,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:00+05:30,
UP65AG0335,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Tractor,2022-02-28T23:15:00+05:30,
UP65AG0591,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Tractor,2022-02-28T23:15:00+05:30,
UP65AG1005,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:00+05:30,
UP65BT3490,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:00+05:30,
UP65BT3491,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:00+05:30,
UP65BT3495,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:00+05:30,
UP65BT3498,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:00+05:30,
UP65BT3671,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:00+05:30,
UP65BT4074,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:00+05:30,
UP65DT1073,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper Placer,2022-02-28T23:15:01+05:30,
UP65DT5655,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Tractor,2022-02-28T23:15:01+05:30,
UP65DT6126,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper Placer,2022-02-28T23:15:01+05:30,
UP65DT6127,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper Placer,2022-02-28T23:15:01+05:30,
UP65ET4031,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4033,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4035,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4036,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4039,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4044,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4045,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4047,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65DT6128,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Dumper Placer,2022-02-28T23:15:01+05:30,
UP65DT7328,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Hopper,2022-02-28T23:15:01+05:30,
UP65ET4014,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4030,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4048,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4050,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4051,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4053,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4056,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4057,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65ET4060,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:01+05:30,
UP65ET5620,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:01+05:30,
UP65GT2954,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2955,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:02+05:30,
UP65GT2956,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:02+05:30,
UP65GT2958,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2959,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2960,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2963,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2975,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2981,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65HT0323,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65HT0324,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65FT7957,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:01+05:30,
UP65FT7960,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:01+05:30,
UP65FT7962,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:02+05:30,
UP65FT7965,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:02+05:30,
UP65FT7966,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Hopper,2022-02-28T23:15:02+05:30,
UP65FT7971,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT2983,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT5669,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Hydraulic Lifter,2022-02-28T23:15:02+05:30,
UP65GT5670,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Hydraulic Lifter,2022-02-28T23:15:02+05:30,
UP65GT9517,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9518,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9519,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9520,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9521,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9522,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9523,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9524,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9526,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9528,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9529,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9531,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:02+05:30,
UP65GT9532,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,QRT,2022-02-28T23:15:02+05:30,
UP65GT9533,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9534,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9535,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9536,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9537,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9538,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65GT9658,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:02+05:30,
UP65HT0321,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65HT0322,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:02+05:30,
UP65HT3953,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65HT3954,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65HT3956,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65HT4990,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Pashu Bandi,2022-02-28T23:15:03+05:30,
UP65HT4991,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Pashu Bandi,2022-02-28T23:15:03+05:30,
UP65HT4992,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Pashu Bandi,2022-02-28T23:15:03+05:30,
UP65HT5227,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65HT5228,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65HT5229,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65HT5230,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Refused Compactor,2022-02-28T23:15:03+05:30,
UP65JT 7275,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT 7279,,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT 7287,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT 7292,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT 7295,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT 7296,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7278,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7280,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7281,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7284,,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7288,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7289,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7290,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7291,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7297,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7305,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7307,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7310,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7311,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7313 ,5.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7316,4.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:03+05:30,
UP65JT7318,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:04+05:30,
UP65JT7319,8.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:04+05:30,
UP65JT7320,6.0,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-vehicle-fuel-info/fuel-consumption,Auto Tipper,2022-02-28T23:15:04+05:30,
